ID,CUIs
ROCOv2_2023_train_029183,C0040405
ROCOv2_2023_train_029184,C0040405
ROCOv2_2023_train_029185,C0040405
ROCOv2_2023_train_029186,C0040405
ROCOv2_2023_train_029187,C0024485
ROCOv2_2023_train_029188,C0024485
ROCOv2_2023_train_029189,C0040405
ROCOv2_2023_train_029190,C0040405
ROCOv2_2023_train_029191,C0040405
ROCOv2_2023_train_029192,C0040405
ROCOv2_2023_train_029193,C0040405
ROCOv2_2023_train_029194,C1306645;C0030797;C1999039
ROCOv2_2023_train_029195,C1306645;C0023216;C1999039
ROCOv2_2023_train_029196,C1306645;C0023216;C1999039
ROCOv2_2023_train_029197,C0040405
ROCOv2_2023_train_029198,C1306645;C0000726
ROCOv2_2023_train_029199,C0002978
ROCOv2_2023_train_029200,C0041618
ROCOv2_2023_train_029201,C0041618
ROCOv2_2023_train_029202,C0041618
ROCOv2_2023_train_029203,C0002978
ROCOv2_2023_train_029204,C0041618
ROCOv2_2023_train_029205,C1306645;C0037303
ROCOv2_2023_train_029206,C1306645;C0037303
ROCOv2_2023_train_029207,C1306645;C0030797;C1999039
ROCOv2_2023_train_029208,C0024485
ROCOv2_2023_train_029209,C1306645;C0023216;C1999039
ROCOv2_2023_train_029210,C1306645;C0030797;C1999039
ROCOv2_2023_train_029211,C1306645;C0023216;C1999039
ROCOv2_2023_train_029212,C1306645;C0030797;C1999039
ROCOv2_2023_train_029213,C1306645;C0030797;C1999039
ROCOv2_2023_train_029214,C0041618
ROCOv2_2023_train_029215,C0024485
ROCOv2_2023_train_029216,C0024485
ROCOv2_2023_train_029217,C0024485
ROCOv2_2023_train_029218,C0024485
ROCOv2_2023_train_029219,C0024485
ROCOv2_2023_train_029220,C0024485
ROCOv2_2023_train_029221,C0040405
ROCOv2_2023_train_029222,C0040405
ROCOv2_2023_train_029223,C0024485
ROCOv2_2023_train_029224,C1306645;C0817096;C1996865
ROCOv2_2023_train_029225,C0040405
ROCOv2_2023_train_029226,C0040405
ROCOv2_2023_train_029227,C0040405
ROCOv2_2023_train_029228,C0040405
ROCOv2_2023_train_029229,C0040405
ROCOv2_2023_train_029230,C1306645;C0817096;C1999039
ROCOv2_2023_train_029231,C0040405
ROCOv2_2023_train_029232,C0040405
ROCOv2_2023_train_029233,C0040405
ROCOv2_2023_train_029234,C0041618
ROCOv2_2023_train_029235,C0041618
ROCOv2_2023_train_029236,C0041618
ROCOv2_2023_train_029237,C0041618
ROCOv2_2023_train_029238,C0041618
ROCOv2_2023_train_029239,C0041618
ROCOv2_2023_train_029240,C0024485
ROCOv2_2023_train_029241,C0024485
ROCOv2_2023_train_029242,C0040405
ROCOv2_2023_train_029243,C0024485
ROCOv2_2023_train_029244,C0024485
ROCOv2_2023_train_029245,C1306645;C0817096;C1999039
ROCOv2_2023_train_029246,C1306645;C0037303
ROCOv2_2023_train_029247,C1306645;C0037303
ROCOv2_2023_train_029248,C1306645;C0000726;C1999039
ROCOv2_2023_train_029249,C0002978
ROCOv2_2023_train_029250,C0040405
ROCOv2_2023_train_029251,C0041618
ROCOv2_2023_train_029252,C0041618
ROCOv2_2023_train_029253,C0041618
ROCOv2_2023_train_029254,C0041618
ROCOv2_2023_train_029255,C0041618
ROCOv2_2023_train_029256,C0041618
ROCOv2_2023_train_029257,C0041618
ROCOv2_2023_train_029258,C0041618
ROCOv2_2023_train_029259,C0041618
ROCOv2_2023_train_029260,C0041618
ROCOv2_2023_train_029261,C0041618
ROCOv2_2023_train_029262,C1306645;C0000726
ROCOv2_2023_train_029263,C1306645;C0000726;C0205129
ROCOv2_2023_train_029264,C0040405
ROCOv2_2023_train_029265,C1306645;C0817096;C1999039
ROCOv2_2023_train_029266,C1306645;C0817096;C1996865
ROCOv2_2023_train_029267,C0040405
ROCOv2_2023_train_029268,C1306645;C0030797;C1999039
ROCOv2_2023_train_029269,C1306645;C0037303
ROCOv2_2023_train_029270,C0040405
ROCOv2_2023_train_029271,C0040405
ROCOv2_2023_train_029272,C1306645;C0817096;C1996865
ROCOv2_2023_train_029273,C0040405
ROCOv2_2023_train_029274,C1306645;C0000726
ROCOv2_2023_train_029275,C1306645;C0037303;C1996865
ROCOv2_2023_train_029276,C0040405
ROCOv2_2023_train_029277,C1306645;C0037303;C0205129
ROCOv2_2023_train_029278,C1306645;C0023216;C1999039
ROCOv2_2023_train_029279,C1306645;C0817096;C1999039
ROCOv2_2023_train_029280,C0040405
ROCOv2_2023_train_029281,C0024485
ROCOv2_2023_train_029282,C0041618
ROCOv2_2023_train_029283,C0040405
ROCOv2_2023_train_029284,C0040405
ROCOv2_2023_train_029285,C1306645;C0817096;C1996865
ROCOv2_2023_train_029286,C1306645;C0817096;C0205129
ROCOv2_2023_train_029287,C1306645;C0817096;C1996865
ROCOv2_2023_train_029288,C1306645;C0817096;C1996865
ROCOv2_2023_train_029289,C1306645;C0817096;C1996865
ROCOv2_2023_train_029290,C1306645;C0000726
ROCOv2_2023_train_029291,C0002978
ROCOv2_2023_train_029292,C0024485
ROCOv2_2023_train_029293,C0024485
ROCOv2_2023_train_029294,C1306645;C0030797;C1999039
ROCOv2_2023_train_029295,C0024485
ROCOv2_2023_train_029296,C1306645;C0037303
ROCOv2_2023_train_029297,C0002978
ROCOv2_2023_train_029298,C0040405
ROCOv2_2023_train_029299,C0040405
ROCOv2_2023_train_029300,C1306645;C0000726
ROCOv2_2023_train_029301,C1306645;C0000726;C1999039
ROCOv2_2023_train_029302,C0040405
ROCOv2_2023_train_029303,C0002978
ROCOv2_2023_train_029304,C0040405
ROCOv2_2023_train_029305,C0040405
ROCOv2_2023_train_029306,C0041618
ROCOv2_2023_train_029307,C0041618
ROCOv2_2023_train_029308,C0041618
ROCOv2_2023_train_029309,C0002978
ROCOv2_2023_train_029310,C0002978
ROCOv2_2023_train_029311,C0041618
ROCOv2_2023_train_029312,C1306645;C0037303
ROCOv2_2023_train_029313,C0041618
ROCOv2_2023_train_029314,C0041618
ROCOv2_2023_train_029315,C1306645;C0030797;C1999039
ROCOv2_2023_train_029316,C1306645;C0037303
ROCOv2_2023_train_029317,C0024485
ROCOv2_2023_train_029318,C0024485
ROCOv2_2023_train_029319,C0040405
ROCOv2_2023_train_029320,C0040405
ROCOv2_2023_train_029321,C0024485
ROCOv2_2023_train_029322,C0024485
ROCOv2_2023_train_029323,C1306645;C0817096;C1999039
ROCOv2_2023_train_029324,C1306645;C0817096;C1996865
ROCOv2_2023_train_029325,C0040405
ROCOv2_2023_train_029326,C0041618
ROCOv2_2023_train_029327,C0040405
ROCOv2_2023_train_029328,C1306645;C0817096;C1999039
ROCOv2_2023_train_029329,C0040405
ROCOv2_2023_train_029330,C0040405
ROCOv2_2023_train_029331,C1306645;C0817096;C1999039
ROCOv2_2023_train_029332,C0040405
ROCOv2_2023_train_029333,C0041618
ROCOv2_2023_train_029334,
ROCOv2_2023_train_029335,C0024485
ROCOv2_2023_train_029336,C0024485
ROCOv2_2023_train_029337,C0024485
ROCOv2_2023_train_029338,C0024485
ROCOv2_2023_train_029339,C0040405
ROCOv2_2023_train_029340,C1306645;C0817096;C1999039
ROCOv2_2023_train_029341,C1306645;C0817096
ROCOv2_2023_train_029342,C1306645;C0817096
ROCOv2_2023_train_029343,C0040405
ROCOv2_2023_train_029344,C0002978
ROCOv2_2023_train_029345,C0002978
ROCOv2_2023_train_029346,C0024485
ROCOv2_2023_train_029347,C0024485
ROCOv2_2023_train_029348,C0024485
ROCOv2_2023_train_029349,C0024485
ROCOv2_2023_train_029350,C0040405
ROCOv2_2023_train_029351,C0041618
ROCOv2_2023_train_029352,C0041618
ROCOv2_2023_train_029353,C0041618
ROCOv2_2023_train_029354,C0041618
ROCOv2_2023_train_029355,C0040405
ROCOv2_2023_train_029356,C0040405
ROCOv2_2023_train_029357,C0040405
ROCOv2_2023_train_029358,C1306645;C0817096;C1996865
ROCOv2_2023_train_029359,C0040405
ROCOv2_2023_train_029360,C0024485
ROCOv2_2023_train_029361,C0024485
ROCOv2_2023_train_029362,C0040405
ROCOv2_2023_train_029363,C1306645;C1140618;C1999039
ROCOv2_2023_train_029364,C0040405
ROCOv2_2023_train_029365,C0040405
ROCOv2_2023_train_029366,C0040405
ROCOv2_2023_train_029367,C0040405
ROCOv2_2023_train_029368,C0040405
ROCOv2_2023_train_029369,C0032743
ROCOv2_2023_train_029370,
ROCOv2_2023_train_029371,C0032743
ROCOv2_2023_train_029372,
ROCOv2_2023_train_029373,C0024485
ROCOv2_2023_train_029374,C0024485
ROCOv2_2023_train_029375,C0002978
ROCOv2_2023_train_029376,C0041618
ROCOv2_2023_train_029377,C0041618
ROCOv2_2023_train_029378,C0041618
ROCOv2_2023_train_029379,C0041618
ROCOv2_2023_train_029380,C0041618
ROCOv2_2023_train_029381,C0041618
ROCOv2_2023_train_029382,C0040405
ROCOv2_2023_train_029383,C1306645;C0817096;C1996865
ROCOv2_2023_train_029384,C1306645;C0037303
ROCOv2_2023_train_029385,C0040405
ROCOv2_2023_train_029386,C0024485
ROCOv2_2023_train_029387,C0002978
ROCOv2_2023_train_029388,C0024485
ROCOv2_2023_train_029389,
ROCOv2_2023_train_029390,C0040405
ROCOv2_2023_train_029391,C0040405
ROCOv2_2023_train_029392,C0041618
ROCOv2_2023_train_029393,C0041618
ROCOv2_2023_train_029394,C0040405
ROCOv2_2023_train_029395,C0040405
ROCOv2_2023_train_029396,C1306645;C0817096;C1996865
ROCOv2_2023_train_029397,C0040405
ROCOv2_2023_train_029398,C0040405
ROCOv2_2023_train_029399,C0040405
ROCOv2_2023_train_029400,C0040405
ROCOv2_2023_train_029401,C0040405
ROCOv2_2023_train_029402,C0040405
ROCOv2_2023_train_029403,C1306645;C0037949;C0205129
ROCOv2_2023_train_029404,C1306645;C0817096;C1999039
ROCOv2_2023_train_029405,C0040405
ROCOv2_2023_train_029406,C0024485
ROCOv2_2023_train_029407,C1306645;C0023216;C1999039
ROCOv2_2023_train_029408,C1306645;C0023216;C1999039
ROCOv2_2023_train_029409,C0024485
ROCOv2_2023_train_029410,C0024485
ROCOv2_2023_train_029411,C0040405
ROCOv2_2023_train_029412,C0024485
ROCOv2_2023_train_029413,C1306645;C0037303;C0205129
ROCOv2_2023_train_029414,C1306645;C0023216;C1999039
ROCOv2_2023_train_029415,C1306645;C0023216;C0205129
ROCOv2_2023_train_029416,C1306645;C0023216;C1999039
ROCOv2_2023_train_029417,C1306645;C0023216;C0205129
ROCOv2_2023_train_029418,C0024485
ROCOv2_2023_train_029419,C0040405
ROCOv2_2023_train_029420,C1306645;C0000726;C1999039
ROCOv2_2023_train_029421,C0040405
ROCOv2_2023_train_029422,C0040405
ROCOv2_2023_train_029423,C0040405
ROCOv2_2023_train_029424,C0040405
ROCOv2_2023_train_029425,C0040405
ROCOv2_2023_train_029426,C1306645;C0037303;C0205129
ROCOv2_2023_train_029427,C0002978
ROCOv2_2023_train_029428,C0040405
ROCOv2_2023_train_029429,C0040405
ROCOv2_2023_train_029430,C0041618
ROCOv2_2023_train_029431,C0041618
ROCOv2_2023_train_029432,C0041618
ROCOv2_2023_train_029433,C1306645;C0000726;C1999039
ROCOv2_2023_train_029434,C1306645;C0817096;C1996865
ROCOv2_2023_train_029435,C0041618
ROCOv2_2023_train_029436,C0041618
ROCOv2_2023_train_029437,C0002978
ROCOv2_2023_train_029438,C1306645;C1140618;C1999039
ROCOv2_2023_train_029439,C0040405
ROCOv2_2023_train_029440,C0040405
ROCOv2_2023_train_029441,C0040405
ROCOv2_2023_train_029442,C0040405
ROCOv2_2023_train_029443,C1306645;C0023216
ROCOv2_2023_train_029444,C0041618
ROCOv2_2023_train_029445,C0040405
ROCOv2_2023_train_029446,C0040405
ROCOv2_2023_train_029447,C0040405
ROCOv2_2023_train_029448,C0040405
ROCOv2_2023_train_029449,C1306645
ROCOv2_2023_train_029450,C0002978
ROCOv2_2023_train_029451,C0002978
ROCOv2_2023_train_029452,C1306645;C0817096;C1996865
ROCOv2_2023_train_029453,C0040405
ROCOv2_2023_train_029454,C0040405
ROCOv2_2023_train_029455,C1306645;C0000726;C1999039
ROCOv2_2023_train_029456,C1306645;C0037303
ROCOv2_2023_train_029457,C1306645;C0037303
ROCOv2_2023_train_029458,C0024485
ROCOv2_2023_train_029459,C1306645;C0037949;C0205129
ROCOv2_2023_train_029460,C0040405
ROCOv2_2023_train_029461,C0040405
ROCOv2_2023_train_029462,C0040405
ROCOv2_2023_train_029463,C0040405
ROCOv2_2023_train_029464,C0040405
ROCOv2_2023_train_029465,C0040405
ROCOv2_2023_train_029466,C0040405
ROCOv2_2023_train_029467,C0040405
ROCOv2_2023_train_029468,C0024485
ROCOv2_2023_train_029469,C0040405
ROCOv2_2023_train_029470,C0040405
ROCOv2_2023_train_029471,C0024485
ROCOv2_2023_train_029472,C0040405
ROCOv2_2023_train_029473,C0002978
ROCOv2_2023_train_029474,C1306645;C0817096;C1996865
ROCOv2_2023_train_029475,C0040405
ROCOv2_2023_train_029476,C0040405
ROCOv2_2023_train_029477,C0040405
ROCOv2_2023_train_029478,C0040405
ROCOv2_2023_train_029479,C0040405
ROCOv2_2023_train_029480,C0040405
ROCOv2_2023_train_029481,C0040405
ROCOv2_2023_train_029482,C0024485
ROCOv2_2023_train_029483,C0024485
ROCOv2_2023_train_029484,C1306645;C0817096;C1996865
ROCOv2_2023_train_029485,C1306645;C0023216;C1996865
ROCOv2_2023_train_029486,C0002978
ROCOv2_2023_train_029487,C0002978
ROCOv2_2023_train_029488,C0041618
ROCOv2_2023_train_029489,C0002978
ROCOv2_2023_train_029490,C0024485
ROCOv2_2023_train_029491,C0040405
ROCOv2_2023_train_029492,C0040405
ROCOv2_2023_train_029493,C0040405
ROCOv2_2023_train_029494,C0040405
ROCOv2_2023_train_029495,C0040405
ROCOv2_2023_train_029496,C0041618
ROCOv2_2023_train_029497,C1306645;C0000726;C1999039
ROCOv2_2023_train_029498,C0040405
ROCOv2_2023_train_029499,C0040405
ROCOv2_2023_train_029500,C0002978
ROCOv2_2023_train_029501,C0002978
ROCOv2_2023_train_029502,C0002978
ROCOv2_2023_train_029503,C0002978
ROCOv2_2023_train_029504,C0040405
ROCOv2_2023_train_029505,C0032743
ROCOv2_2023_train_029506,C0032743
ROCOv2_2023_train_029507,C0040405
ROCOv2_2023_train_029508,C1306645;C0000726;C1999039
ROCOv2_2023_train_029509,C0040405
ROCOv2_2023_train_029510,C1306645;C0817096;C1999039
ROCOv2_2023_train_029511,C0041618
ROCOv2_2023_train_029512,C0040405
ROCOv2_2023_train_029513,C1306645;C0817096;C1996865
ROCOv2_2023_train_029514,C1306645;C0817096;C1996865
ROCOv2_2023_train_029515,C1306645;C0817096;C1996865
ROCOv2_2023_train_029516,C0040405
ROCOv2_2023_train_029517,C0040405
ROCOv2_2023_train_029518,C0040405
ROCOv2_2023_train_029519,C1306645;C0000726;C1999039
ROCOv2_2023_train_029520,C0041618
ROCOv2_2023_train_029521,C0024485
ROCOv2_2023_train_029522,C0040405
ROCOv2_2023_train_029523,C0040405
ROCOv2_2023_train_029524,C0040405
ROCOv2_2023_train_029525,C0040405
ROCOv2_2023_train_029526,C0040405
ROCOv2_2023_train_029527,C0032743
ROCOv2_2023_train_029528,C0032743
ROCOv2_2023_train_029529,C0040405
ROCOv2_2023_train_029530,C0040405
ROCOv2_2023_train_029531,C1306645;C0817096;C1996865
ROCOv2_2023_train_029532,C0040405
ROCOv2_2023_train_029533,C1306645;C0030797;C1999039
ROCOv2_2023_train_029534,C1306645;C0037303
ROCOv2_2023_train_029535,C0040405
ROCOv2_2023_train_029536,C1306645;C0817096;C1996865
ROCOv2_2023_train_029537,C0040405
ROCOv2_2023_train_029538,C1306645;C0817096;C1996865
ROCOv2_2023_train_029539,C0040405
ROCOv2_2023_train_029540,C0041618
ROCOv2_2023_train_029541,C0041618
ROCOv2_2023_train_029542,C0041618
ROCOv2_2023_train_029543,C0002978
ROCOv2_2023_train_029544,C1306645;C0817096;C1996865
ROCOv2_2023_train_029545,C0024485
ROCOv2_2023_train_029546,C0024485
ROCOv2_2023_train_029547,C1306645;C0037303
ROCOv2_2023_train_029548,C0041618
ROCOv2_2023_train_029549,C1306645;C0817096;C1996865
ROCOv2_2023_train_029550,C0040405
ROCOv2_2023_train_029551,C0041618
ROCOv2_2023_train_029552,C0041618
ROCOv2_2023_train_029553,C0040405
ROCOv2_2023_train_029554,C0040405
ROCOv2_2023_train_029555,C0040405
ROCOv2_2023_train_029556,C0040405
ROCOv2_2023_train_029557,C0040405
ROCOv2_2023_train_029558,C0040405
ROCOv2_2023_train_029559,C1306645;C0817096;C1996865
ROCOv2_2023_train_029560,C1306645;C1999039
ROCOv2_2023_train_029561,C0002978
ROCOv2_2023_train_029562,C1306645;C0817096;C1996865
ROCOv2_2023_train_029563,C0040405
ROCOv2_2023_train_029564,C0040405
ROCOv2_2023_train_029565,C1306645;C0817096;C1999039
ROCOv2_2023_train_029566,C0040405
ROCOv2_2023_train_029567,C1306645;C0023216;C1999039
ROCOv2_2023_train_029568,C1306645;C0023216;C1999039
ROCOv2_2023_train_029569,C1306645;C0023216;C1999039
ROCOv2_2023_train_029570,C0041618
ROCOv2_2023_train_029571,C1306645;C0817096;C1996865
ROCOv2_2023_train_029572,C0041618
ROCOv2_2023_train_029573,C0041618
ROCOv2_2023_train_029574,C0041618
ROCOv2_2023_train_029575,C0041618
ROCOv2_2023_train_029576,C0041618
ROCOv2_2023_train_029577,C0041618
ROCOv2_2023_train_029578,C0041618
ROCOv2_2023_train_029579,C0041618
ROCOv2_2023_train_029580,C0002978
ROCOv2_2023_train_029581,C0002978
ROCOv2_2023_train_029582,C0002978
ROCOv2_2023_train_029583,C0040405
ROCOv2_2023_train_029584,C0040405
ROCOv2_2023_train_029585,C0041618
ROCOv2_2023_train_029586,C1306645;C0817096;C1996865
ROCOv2_2023_train_029587,C1306645;C0000726
ROCOv2_2023_train_029588,C1306645;C0037949;C0205129
ROCOv2_2023_train_029589,C1306645;C0037303;C0205129
ROCOv2_2023_train_029590,C0040405
ROCOv2_2023_train_029591,C1306645;C0037303
ROCOv2_2023_train_029592,C0040405
ROCOv2_2023_train_029593,C1306645;C0000726
ROCOv2_2023_train_029594,C1306645;C0000726;C0205129
ROCOv2_2023_train_029595,C1306645;C0000726;C1999039
ROCOv2_2023_train_029596,C0041618
ROCOv2_2023_train_029597,C0002978
ROCOv2_2023_train_029598,C0041618
ROCOv2_2023_train_029599,C0024485
ROCOv2_2023_train_029600,C0041618
ROCOv2_2023_train_029601,C0040405
ROCOv2_2023_train_029602,C1306645;C0037303
ROCOv2_2023_train_029603,C0040405
ROCOv2_2023_train_029604,C0040405
ROCOv2_2023_train_029605,C0040405
ROCOv2_2023_train_029606,C0040405
ROCOv2_2023_train_029607,C1306645;C0037303
ROCOv2_2023_train_029608,C0024485
ROCOv2_2023_train_029609,C0040405
ROCOv2_2023_train_029610,C1306645;C0037949;C1999039
ROCOv2_2023_train_029611,C0040405
ROCOv2_2023_train_029612,C1306645;C0817096
ROCOv2_2023_train_029613,C0040405
ROCOv2_2023_train_029614,C0041618
ROCOv2_2023_train_029615,C0040405
ROCOv2_2023_train_029616,C1306645;C0037949;C1999039
ROCOv2_2023_train_029617,C0024485
ROCOv2_2023_train_029618,C0040405
ROCOv2_2023_train_029619,C0040405
ROCOv2_2023_train_029620,C0024485
ROCOv2_2023_train_029621,C1306645;C0023216;C1999039
ROCOv2_2023_train_029622,C0040405
ROCOv2_2023_train_029623,C0040405
ROCOv2_2023_train_029624,C0040405
ROCOv2_2023_train_029625,C0024485
ROCOv2_2023_train_029626,C0041618
ROCOv2_2023_train_029627,C0041618
ROCOv2_2023_train_029628,C0024485
ROCOv2_2023_train_029629,C1306645;C0037949;C0205129
ROCOv2_2023_train_029630,C1306645;C0037949;C0205129
ROCOv2_2023_train_029631,C0024485
ROCOv2_2023_train_029632,C1306645;C0037303
ROCOv2_2023_train_029633,C0024485
ROCOv2_2023_train_029634,C0040405
ROCOv2_2023_train_029635,C1306645;C0030797;C1999039
ROCOv2_2023_train_029636,C0040405
ROCOv2_2023_train_029637,C1306645;C0023216;C1999039
ROCOv2_2023_train_029638,C0041618
ROCOv2_2023_train_029639,C0041618
ROCOv2_2023_train_029640,C0041618
ROCOv2_2023_train_029641,C0041618
ROCOv2_2023_train_029642,C0041618
ROCOv2_2023_train_029643,C0041618
ROCOv2_2023_train_029644,C0041618
ROCOv2_2023_train_029645,C0040405
ROCOv2_2023_train_029646,C0040405
ROCOv2_2023_train_029647,C0041618
ROCOv2_2023_train_029648,C0041618
ROCOv2_2023_train_029649,C0041618
ROCOv2_2023_train_029650,C0040405
ROCOv2_2023_train_029651,C1306645;C0023216;C1999039
ROCOv2_2023_train_029652,C1306645;C0023216;C1999039
ROCOv2_2023_train_029653,C0041618
ROCOv2_2023_train_029654,C0041618
ROCOv2_2023_train_029655,C1306645;C0037303
ROCOv2_2023_train_029656,C0041618
ROCOv2_2023_train_029657,C0041618
ROCOv2_2023_train_029658,C0041618
ROCOv2_2023_train_029659,C1306645;C0817096;C1996865
ROCOv2_2023_train_029660,C0024485
ROCOv2_2023_train_029661,C0002978
ROCOv2_2023_train_029662,C0002978
ROCOv2_2023_train_029663,C0040405
ROCOv2_2023_train_029664,C0040405
ROCOv2_2023_train_029665,C1306645;C1140618;C1999039
ROCOv2_2023_train_029666,C1306645;C0817096;C1999039
ROCOv2_2023_train_029667,C1306645;C0817096;C1996865
ROCOv2_2023_train_029668,C1306645;C0817096;C1999039
ROCOv2_2023_train_029669,C1306645;C0817096;C1996865
ROCOv2_2023_train_029670,C1306645;C0817096;C1996865
ROCOv2_2023_train_029671,C0040405
ROCOv2_2023_train_029672,C0040405
ROCOv2_2023_train_029673,C1306645;C0817096;C1996865
ROCOv2_2023_train_029674,C0040405
ROCOv2_2023_train_029675,C0040405
ROCOv2_2023_train_029676,C0024485
ROCOv2_2023_train_029677,C0040405
ROCOv2_2023_train_029678,C0040405
ROCOv2_2023_train_029679,C0040405
ROCOv2_2023_train_029680,C0040405
ROCOv2_2023_train_029681,C0040405
ROCOv2_2023_train_029682,C1306645;C0817096;C1999039
ROCOv2_2023_train_029683,C1306645;C0817096;C1996865
ROCOv2_2023_train_029684,C1306645;C0817096;C1996865
ROCOv2_2023_train_029685,C0024485
ROCOv2_2023_train_029686,C0024485
ROCOv2_2023_train_029687,C1306645;C0037949;C0205129
ROCOv2_2023_train_029688,C0040405
ROCOv2_2023_train_029689,C1306645;C0037949;C0205129
ROCOv2_2023_train_029690,C1306645;C0037303
ROCOv2_2023_train_029691,C1306645;C0817096;C1996865
ROCOv2_2023_train_029692,C0040405
ROCOv2_2023_train_029693,C0040405
ROCOv2_2023_train_029694,C0040405
ROCOv2_2023_train_029695,C0040405
ROCOv2_2023_train_029696,C0040405
ROCOv2_2023_train_029697,C0040405
ROCOv2_2023_train_029698,C0040405
ROCOv2_2023_train_029699,C0040405
ROCOv2_2023_train_029700,C0040405
ROCOv2_2023_train_029701,C0040405
ROCOv2_2023_train_029702,C0040405
ROCOv2_2023_train_029703,C0040405
ROCOv2_2023_train_029704,C0040405
ROCOv2_2023_train_029705,C0040405
ROCOv2_2023_train_029706,C0040405
ROCOv2_2023_train_029707,C1306645;C0817096;C1996865
ROCOv2_2023_train_029708,C0040405
ROCOv2_2023_train_029709,C0040405
ROCOv2_2023_train_029710,C0040405
ROCOv2_2023_train_029711,C1306645;C0030797;C1999039
ROCOv2_2023_train_029712,C0040405
ROCOv2_2023_train_029713,C1306645;C0000726;C1999039
ROCOv2_2023_train_029714,C0040405
ROCOv2_2023_train_029715,C0040405
ROCOv2_2023_train_029716,C0041618
ROCOv2_2023_train_029717,C0040405
ROCOv2_2023_train_029718,C1306645;C1140618;C1996865
ROCOv2_2023_train_029719,C0040405
ROCOv2_2023_train_029720,C1306645;C0817096;C1996865
ROCOv2_2023_train_029721,C0040405
ROCOv2_2023_train_029722,C0024485
ROCOv2_2023_train_029723,C1306645;C0000726;C1999039
ROCOv2_2023_train_029724,C0002978
ROCOv2_2023_train_029725,C0041618
ROCOv2_2023_train_029726,C0024485
ROCOv2_2023_train_029727,C0040405
ROCOv2_2023_train_029728,C1306645;C0817096;C0205129
ROCOv2_2023_train_029729,C1306645;C0030797;C1999039
ROCOv2_2023_train_029730,C1306645;C0037303
ROCOv2_2023_train_029731,C1306645;C0817096;C1996865
ROCOv2_2023_train_029732,C1306645;C0037303
ROCOv2_2023_train_029733,C1306645;C0817096;C1999039
ROCOv2_2023_train_029734,C0024485
ROCOv2_2023_train_029735,C0040405
ROCOv2_2023_train_029736,C0040405
ROCOv2_2023_train_029737,C0040405
ROCOv2_2023_train_029738,C0041618
ROCOv2_2023_train_029739,C0024485
ROCOv2_2023_train_029740,C0024485
ROCOv2_2023_train_029741,C0041618
ROCOv2_2023_train_029742,C0040405
ROCOv2_2023_train_029743,C0041618
ROCOv2_2023_train_029744,C1306645;C0023216;C1999039
ROCOv2_2023_train_029745,C1306645;C0023216;C1999039
ROCOv2_2023_train_029746,C1306645;C0817096;C1996865
ROCOv2_2023_train_029747,C0041618
ROCOv2_2023_train_029748,C0041618
ROCOv2_2023_train_029749,C0024485
ROCOv2_2023_train_029750,C0024485
ROCOv2_2023_train_029751,C0040405
ROCOv2_2023_train_029752,C0002978
ROCOv2_2023_train_029753,C0040405
ROCOv2_2023_train_029754,C0024485
ROCOv2_2023_train_029755,C0040405
ROCOv2_2023_train_029756,C0040405
ROCOv2_2023_train_029757,C0040405
ROCOv2_2023_train_029758,C0041618
ROCOv2_2023_train_029759,C0040405
ROCOv2_2023_train_029760,C0040405
ROCOv2_2023_train_029761,C0040405
ROCOv2_2023_train_029762,C0040405
ROCOv2_2023_train_029763,C0041618
ROCOv2_2023_train_029764,C0041618
ROCOv2_2023_train_029765,C0040405
ROCOv2_2023_train_029766,C1306645;C0817096;C1999039
ROCOv2_2023_train_029767,C0032743
ROCOv2_2023_train_029768,C1306645;C0000726;C0205129
ROCOv2_2023_train_029769,C0040405
ROCOv2_2023_train_029770,C0024485
ROCOv2_2023_train_029771,C1306645;C0037303
ROCOv2_2023_train_029772,C1306645;C0037303
ROCOv2_2023_train_029773,C1306645;C0037303
ROCOv2_2023_train_029774,C0040405
ROCOv2_2023_train_029775,C1306645;C0000726;C1999039
ROCOv2_2023_train_029776,C0040405
ROCOv2_2023_train_029777,C0041618
ROCOv2_2023_train_029778,C0040405
ROCOv2_2023_train_029779,C0040405
ROCOv2_2023_train_029780,C1306645;C0000726;C1999039
ROCOv2_2023_train_029781,C1306645;C0817096;C1999039
ROCOv2_2023_train_029782,C0040405
ROCOv2_2023_train_029783,C0040405
ROCOv2_2023_train_029784,C0041618
ROCOv2_2023_train_029785,C1306645;C0030797;C1999039
ROCOv2_2023_train_029786,C1306645;C1140618;C1999039
ROCOv2_2023_train_029787,C0040405
ROCOv2_2023_train_029788,C1306645;C0000726;C1999039
ROCOv2_2023_train_029789,C0024485
ROCOv2_2023_train_029790,C0002978
ROCOv2_2023_train_029791,C0002978
ROCOv2_2023_train_029792,C0002978
ROCOv2_2023_train_029793,C0024485
ROCOv2_2023_train_029794,C0024485
ROCOv2_2023_train_029795,C0040405
ROCOv2_2023_train_029796,C0040405
ROCOv2_2023_train_029797,C0040405
ROCOv2_2023_train_029798,C0024485
ROCOv2_2023_train_029799,C0040405
ROCOv2_2023_train_029800,C0024485
ROCOv2_2023_train_029801,C1306645;C0000726;C1999039
ROCOv2_2023_train_029802,C1306645;C0817096;C1996865
ROCOv2_2023_train_029803,C0040405
ROCOv2_2023_train_029804,C0041618
ROCOv2_2023_train_029805,C0040405
ROCOv2_2023_train_029806,C0040405
ROCOv2_2023_train_029807,C0024485
ROCOv2_2023_train_029808,C0041618
